Id,Drafted
2781,0.6139320649383961
2782,0.7267196186259813
2783,0.7535886774179364
2784,0.7012982111904661
2785,0.7136948661230791
2786,0.5023892213679806
2787,0.1545615271922434
2788,0.42735070364770084
2789,0.7121142791323207
2790,0.8442217433694973
2791,0.6306291172619911
2792,0.8465554189907352
2793,0.17932038130666464
2794,0.07418967258230719
2795,0.7439725999149229
2796,0.8118065667383727
2797,0.6181103114234284
2798,0.6951612827442897
2799,0.3493033573890803
2800,0.4395240472985643
2801,0.8023535791540116
2802,0.27237881146823384
2803,0.7503967326590959
2804,0.6560179563234617
2805,0.20711023394517136
2806,0.6787545383744896
2807,0.7675777609725204
2808,0.69477552623356
2809,0.14293812788307192
2810,0.847278268472513
2811,0.6405529694055162
2812,0.8664908513624073
2813,0.7398663790386464
2814,0.7379561503291211
2815,0.7531152929535482
2816,0.08890545704827939
2817,0.38856406880913275
2818,0.9312617882507706
2819,0.6218456811681747
2820,0.7795154660171131
2821,0.6328979005519852
2822,0.4482741992976346
2823,0.8330220481996921
2824,0.5435260678654228
2825,0.0583654757367265
2826,0.4978128508295579
2827,0.7830127082600175
2828,0.4618953672346826
2829,0.7843767092916152
2830,0.5462897850567355
2831,0.7954263264049722
2832,0.4318476708546139
2833,0.7390909209218671
2834,0.667640683781064
2835,0.16840222043100328
2836,0.22198144816248824
2837,0.643792765311192
2838,0.1323816619634291
2839,0.5823961724936265
2840,0.7547534378993483
2841,0.7838829812404929
2842,0.5046786663633955
2843,0.6565661760939937
2844,0.7032646688812175
2845,0.10348931198077349
2846,0.5046483070550296
2847,0.5179446882084641
2848,0.684000096169359
2849,0.12923500078433886
2850,0.7028486603578006
2851,0.6294450122764027
2852,0.5000300553901044
2853,0.5410993389327977
2854,0.7141068754644126
2855,0.1345907341108886
2856,0.7606331120152093
2857,0.5470817337744291
2858,0.8332026371480944
2859,0.41369732338573717
2860,0.052405402567825096
2861,0.5544909612870601
2862,0.6842984712131917
2863,0.771707453621411
2864,0.38782606353479965
2865,0.38461618843834344
2866,0.7794446160931172
2867,0.18318626997640727
2868,0.6694428187993395
2869,0.6938902070674986
2870,0.9323013110996689
2871,0.5384157871346265
2872,0.10649650705376759
2873,0.6669489235924181
2874,0.7971468899485946
2875,0.731314209804344
2876,0.73161185569066
2877,0.2441343084300728
2878,0.672072682983263
2879,0.8512290242508281
2880,0.20237343095282662
2881,0.6377491373552532
2882,0.11443685671087254
2883,0.6089459128562374
2884,0.6942239316885633
2885,0.7210948368765083
2886,0.580851349301118
2887,0.6197291075088186
2888,0.690557249634186
2889,0.6398940602966751
2890,0.6665020720805707
2891,0.7158880495570682
2892,0.8232529915862937
2893,0.7210425503285586
2894,0.4481257198021193
2895,0.8691388499929682
2896,0.09277314027205147
2897,0.6506541909365565
2898,0.710684917676035
2899,0.5963197944428683
2900,0.44233272559216064
2901,0.6875861208827705
2902,0.6505543837795529
2903,0.2454885955870474
2904,0.5194072447083854
2905,0.8327408938211969
2906,0.08762151710259727
2907,0.7203711495664584
2908,0.49521212081440097
2909,0.7793949809597105
2910,0.7171286494125814
2911,0.6738780443445781
2912,0.7452976703040873
2913,0.5335356581987294
2914,0.09272861077716064
2915,0.8050218357025287
2916,0.8287103829978374
2917,0.45549850404301645
2918,0.20701853590330666
2919,0.7754541213032069
2920,0.1193687592067514
2921,0.0793851032161568
2922,0.7645066050270143
2923,0.8963289740937134
2924,0.12885864637400923
2925,0.6672704819719449
2926,0.7814754942647731
2927,0.4358318472851781
2928,0.637208161495756
2929,0.8067725266211839
2930,0.7345790521819457
2931,0.09879287000383692
2932,0.6890533041438279
2933,0.8114140299106973
2934,0.6151027239766268
2935,0.5681616520059777
2936,0.17648202962875373
2937,0.6489356621559346
2938,0.4605451739010248
2939,0.7927530254629612
2940,0.09605741849974249
2941,0.4865798064857865
2942,0.775662483714875
2943,0.6434028479192457
2944,0.7352489655309293
2945,0.7943524914362253
2946,0.2305199526187235
2947,0.6049872065464647
2948,0.7412359297994398
2949,0.7605412745087117
2950,0.5973276531189827
2951,0.07773479653499187
2952,0.5638438601359664
2953,0.806518727874517
2954,0.08996215651452555
2955,0.09051563394460578
2956,0.3071107379956281
2957,0.4852242601114585
2958,0.4984137306364537
2959,0.5756051881364641
2960,0.863798355771214
2961,0.7164388315583103
2962,0.569713495403712
2963,0.6619177053856828
2964,0.6273132807633566
2965,0.6721235574788553
2966,0.5761680330030703
2967,0.47529651582585386
2968,0.6039199654506431
2969,0.634812044978227
2970,0.6198696343121367
2971,0.5749196512408593
2972,0.44412875154969084
2973,0.823711928003664
2974,0.34271378985281375
2975,0.6518593433189572
2976,0.7771125817470271
2977,0.6830486868505575
2978,0.8115042949691148
2979,0.8815558462699911
2980,0.6902172478478303
2981,0.7144676138323669
2982,0.49233182648030155
2983,0.15137231700359283
2984,0.4808693292438484
2985,0.6358956636447964
2986,0.5596241090783556
2987,0.8103873578774959
2988,0.10441517290615787
2989,0.6197170501058807
2990,0.6681482080413437
2991,0.0518880183644878
2992,0.09654000041182052
2993,0.6565676519507032
2994,0.4094580091734131
2995,0.7303820123533717
2996,0.6678586665719792
2997,0.3684482724145772
2998,0.6476103157665977
2999,0.8394184908635226
3000,0.598958165061091
3001,0.8491393023767116
3002,0.6011292286483396
3003,0.7252496405903333
3004,0.835367606582742
3005,0.7496953326022329
3006,0.5697716389999843
3007,0.7845814173505469
3008,0.7830513842410005
3009,0.43930905886220534
3010,0.769249341567985
3011,0.698547414862097
3012,0.4804909156577585
3013,0.27617097534045154
3014,0.7566952022588614
3015,0.4696309191526456
3016,0.7544897317226976
3017,0.6306516768597324
3018,0.6300724545942419
3019,0.0910180961958118
3020,0.6238752957026972
3021,0.7373179773257155
3022,0.6767695924583707
3023,0.6360555864717277
3024,0.6908068598577036
3025,0.8096083444529932
3026,0.524267846028981
3027,0.6873603777212036
3028,0.6564142200391834
3029,0.9226330853119163
3030,0.8854002653206938
3031,0.6789183180818253
3032,0.6898180615645808
3033,0.5515194417841758
3034,0.6355242331046081
3035,0.5206254748167033
3036,0.7511561942732202
3037,0.7381390085306762
3038,0.1864194731125865
3039,0.590627241097099
3040,0.5534768902259883
3041,0.1816860274135798
3042,0.732442982002765
3043,0.5771569808026489
3044,0.6819606958231686
3045,0.5776686910435058
3046,0.6385843598206137
3047,0.07427083657388986
3048,0.441612367840956
3049,0.19925614526900748
3050,0.7555344725958678
3051,0.21755355174479504
3052,0.6079045782843698
3053,0.7799667237210941
3054,0.7880530684355931
3055,0.8115914506051102
3056,0.7754094611520007
3057,0.8282647493520455
3058,0.8675988234411935
3059,0.38709779981374387
3060,0.5692717545288849
3061,0.7911281409163414
3062,0.4189858725336322
3063,0.7631061824979757
3064,0.534044418660958
3065,0.782348041655859
3066,0.514045610827521
3067,0.8725875868187546
3068,0.772250777942658
3069,0.7023849966998083
3070,0.4919564002706989
3071,0.32297739555011346
3072,0.6372062849951
3073,0.8566161981660432
3074,0.7796791378939392
3075,0.6788417710432425
3076,0.8142804743554658
3077,0.5665187844306026
3078,0.6800705555626445
3079,0.7482272244398327
3080,0.8369298075855733
3081,0.4156351279211559
3082,0.5455046782340104
3083,0.4142754022205915
3084,0.34418638668063395
3085,0.42675868779674603
3086,0.7450221321254092
3087,0.18228533652487322
3088,0.501584009859745
3089,0.8057988302539171
3090,0.2210167189832801
3091,0.7620906281428942
3092,0.3807166369163348
3093,0.6476062493883833
3094,0.13759076221911737
3095,0.7085865544134905
3096,0.6708242912735219
3097,0.8312615757257225
3098,0.706919249478273
3099,0.666684993011211
3100,0.3535501506970654
3101,0.2719299505527131
3102,0.05540234639984654
3103,0.6770729620053638
3104,0.6977884300440036
3105,0.8298310212842654
3106,0.5586101238722154
3107,0.6895237452197281
3108,0.7423132931974874
3109,0.5480323111743169
3110,0.44545590853274153
3111,0.3299833851489767
3112,0.1873615242953938
3113,0.4418613224975126
3114,0.7810207695787085
3115,0.8802602090866373
3116,0.49456557658912875
3117,0.42174833336750583
3118,0.4389787003877536
3119,0.6428185335527001
3120,0.5167431739693645
3121,0.7566731956068561
3122,0.34247896071869754
3123,0.7801006858646907
3124,0.11711461112845613
3125,0.3400399640770667
3126,0.8061252502754489
3127,0.6978799516512872
3128,0.629203638013228
3129,0.21227025209383338
3130,0.8521478001395274
3131,0.8401424552925348
3132,0.6297852501417123
3133,0.7542190464270102
3134,0.23848386902002178
3135,0.7063213338409813
3136,0.44574351489111214
3137,0.08481045784636236
3138,0.6920668141821973
3139,0.7703875713934437
3140,0.8462359080498821
3141,0.6765696740352414
3142,0.35365036659962834
3143,0.12046598824348616
3144,0.12139568186951546
3145,0.746351274214594
3146,0.7620771934741228
3147,0.1160074923010578
3148,0.7934752609893844
3149,0.59318534954157
3150,0.6535566801274354
3151,0.7933504540424228
3152,0.6391423373249219
3153,0.051501903503386494
3154,0.868920836517959
3155,0.10445577674356958
3156,0.8530959440891281
3157,0.9046700911813813
3158,0.13878366931390568
3159,0.7538320195220848
3160,0.19959706015474593
3161,0.8477953421948841
3162,0.679856785787959
3163,0.4947648486207185
3164,0.5491783789299366
3165,0.574637566974483
3166,0.139231781127497
3167,0.6607851749431529
3168,0.5196905610297959
3169,0.8687036452673577
3170,0.8059365781573968
3171,0.6591878936007499
3172,0.053926813381130846
3173,0.7514998370424864
3174,0.5850866100092403
3175,0.7353077011926018
3176,0.9178018722307812
3177,0.8775008601193449
3178,0.6849989374181332
3179,0.8269307198145153
3180,0.2117677643322841
3181,0.8842201974719209
3182,0.1987963359151453
3183,0.6951889010438972
3184,0.8351993160458824
3185,0.7848166140700886
3186,0.363492495813826
3187,0.7380589766730308
3188,0.5576793608116867
3189,0.19014675642652282
3190,0.4708842910560736
3191,0.3202350956861337
3192,0.5217917218981261
3193,0.6417788541796338
3194,0.650352323017773
3195,0.343560683749685
3196,0.6594456380456533
3197,0.7888595886271714
3198,0.7395382237683485
3199,0.7007364148181999
3200,0.8315975531623313
3201,0.5749213109148787
3202,0.8156867178064939
3203,0.1128049658082388
3204,0.8394431123665821
3205,0.12029136655167523
3206,0.8031236078916635
3207,0.612259692913898
3208,0.053859322545670316
3209,0.581943369973121
3210,0.6848182552275238
3211,0.05492108921771354
3212,0.6447086012003473
3213,0.3009100052030691
3214,0.19780944112258902
3215,0.10982564273839983
3216,0.815513182217999
3217,0.3451065499438687
3218,0.5335411261605448
3219,0.06366689233142528
3220,0.80154467627593
3221,0.2666091922024132
3222,0.7867374549201159
3223,0.07383211947687887
3224,0.7442346645803621
3225,0.9068127031856527
3226,0.3157469732164389
3227,0.20401787362305007
3228,0.4421684184722953
3229,0.5490192669933992
3230,0.6929250497368651
3231,0.3392085608882966
3232,0.4169375843111886
3233,0.5421001279661566
